Size,Rooms,Floors,Owners,Age,Yard,Pool,GuestRoom,Price,NumPrice
1.803,30,10,2,30,Small,No,No,Low,0
76.231,13,51,3,5,Big,Yes,No,High,1
95.878,2,35,6,3,Small,No,Yes,High,1
23.892,26,14,5,9,Small,No,No,Low,0
1.887,70,28,9,6,Small,Yes,No,Low,0
82.311,85,98,4,9,Small,No,Yes,High,1
99.355,81,68,8,27,Big,Yes,No,High,1
3.712,89,62,4,31,Big,No,No,Low,0
52.33,1,64,1,4,Big,Yes,No,High,1
2.157,22,93,4,0,Small,No,No,Low,0
86.887,16,37,4,7,Big,Yes,Yes,High,1
25.85,33,7,8,14,Big,No,Yes,Low,0
0.813,45,15,2,23,Small,Yes,No,Low,0
17.466,90,43,6,0,Small,Yes,No,Low,0
94.018,60,99,3,17,Big,No,Yes,High,1
81.783,82,26,4,7,Big,Yes,Yes,High,1
74.729,92,59,9,21,Big,Yes,Yes,High,1
94.54,98,20,1,9,Big,Yes,No,High,1
95.296,49,19,8,15,Big,Yes,Yes,High,1
44.461,91,24,6,6,Big,Yes,No,Low,0
82.838,72,37,7,30,Big,No,No,High,1
55.709,95,2,3,6,Big,No,Yes,High,1
7.427,82,25,1,10,Small,No,No,Low,0
85.757,94,99,4,12,Big,No,No,High,1
92.033,42,7,7,2,Big,Yes,No,High,1
82.728,40,99,5,30,Small,No,Yes,High,1
92.962,7,37,1,21,Big,Yes,No,High,1
16.565,91,95,6,16,Small,No,Yes,Low,0
50.294,95,32,8,11,Small,Yes,Yes,High,1
85.425,29,92,2,27,Small,Yes,Yes,High,1
14.113,96,53,9,7,Small,Yes,Yes,Low,0
6.049,99,37,7,21,Small,No,Yes,Low,0
4.563,44,39,9,22,Small,No,Yes,Low,0
52.532,40,13,6,16,Small,Yes,Yes,High,1
42.237,69,52,4,28,Small,Yes,Yes,Low,0
44.208,15,33,9,22,Big,No,Yes,Low,0
74.769,99,30,9,10,Big,Yes,Yes,High,1
88.259,8,96,2,23,Small,No,Yes,High,1
42.509,39,83,7,4,Small,Yes,Yes,Low,0
87.186,13,98,2,15,Small,Yes,No,High,1
69.192,47,14,6,28,Small,Yes,Yes,High,1
0.838,30,8,2,18,Big,Yes,Yes,Low,0
7.141,29,83,7,12,Big,No,Yes,Low,0
39.756,22,23,4,2,Small,Yes,No,Low,0
58.551,60,64,9,1,Small,Yes,No,High,1
9.542,60,2,8,3,Big,Yes,Yes,Low,0
33.098,24,13,10,0,Big,Yes,No,Low,0
56.885,89,80,4,20,Big,Yes,Yes,High,1
91.973,88,14,10,0,Small,No,Yes,High,1
52.517,75,85,6,4,Small,Yes,Yes,High,1
30.347,100,7,1,3,Small,Yes,Yes,Low,0
69.567,77,23,5,18,Small,Yes,Yes,High,1
67.795,100,80,2,27,Big,No,No,High,1
6.551,52,3,4,3,Big,Yes,No,Low,0
91.513,50,3,2,19,Small,No,Yes,High,1
19.819,19,35,10,21,Small,No,No,Low,0
28.394,53,7,8,18,Small,No,Yes,Low,0
29.278,81,45,9,1,Big,Yes,Yes,Low,0
23.198,89,73,3,22,Big,No,No,Low,0
55.045,75,30,4,17,Small,Yes,Yes,High,1
12.296,54,45,10,13,Big,No,Yes,Low,0
20.58,57,82,5,28,Big,No,No,Low,0
79.77,44,73,6,20,Big,No,Yes,High,1
50.226,60,7,8,10,Big,No,Yes,High,1
5.693,55,37,9,3,Big,No,Yes,Low,0
31.246,13,77,6,23,Small,No,No,Low,0
21.145,70,84,9,24,Small,No,Yes,Low,0
27.002,82,18,6,14,Small,Yes,No,Low,0
48.932,96,4,3,6,Big,Yes,Yes,Low,0
64.425,30,17,6,6,Small,No,No,High,1
30.896,94,40,4,7,Small,No,No,Low,0
30.385,44,75,4,8,Big,Yes,Yes,Low,0
9.468,3,18,3,25,Small,Yes,No,Low,0
39.066,20,27,5,20,Small,Yes,Yes,Low,0
78.114,81,73,4,22,Small,Yes,No,High,1
86.682,12,80,4,25,Small,No,No,High,1
81.171,100,10,10,1,Big,Yes,No,High,1
99.125,99,16,1,23,Big,No,Yes,High,1
73.568,8,29,7,23,Small,No,No,High,1
96.711,16,37,4,21,Small,Yes,Yes,High,1
18.104,76,69,2,2,Small,No,Yes,Low,0
75.487,82,97,7,10,Small,Yes,No,High,1
69.797,55,3,2,26,Big,Yes,No,High,1
80.116,85,14,7,21,Small,Yes,No,High,1
52.059,69,22,2,21,Small,Yes,No,High,1
59.437,75,60,10,7,Big,Yes,Yes,High,1
29.271,70,98,3,0,Small,Yes,Yes,Low,0
56.421,98,29,10,13,Big,No,No,High,1
73.664,52,96,2,10,Small,No,Yes,High,1
42.385,17,80,6,25,Small,Yes,No,Low,0
17.618,87,91,2,7,Small,No,No,Low,0
86.607,50,4,6,13,Small,No,Yes,High,1
46.322,61,1,5,16,Small,No,Yes,Low,0
49.904,92,90,9,7,Small,No,No,High,1
15.009,100,9,7,22,Big,No,No,Low,0
27.04,94,2,6,24,Big,No,Yes,Low,0
50.024,73,80,10,17,Big,No,No,High,1
1.451,33,82,4,5,Small,Yes,No,Low,0
7.685,43,54,8,27,Small,Yes,Yes,Low,0
74.263,40,79,3,2,Small,No,No,High,1
83.6,8,65,5,0,Small,No,Yes,High,1
1.3,95,71,7,12,Big,No,Yes,Low,0
0.958,48,15,4,5,Big,No,Yes,Low,0
89.829,23,20,10,10,Big,Yes,Yes,High,1
21.792,24,64,2,30,Big,No,Yes,Low,0
2.168,37,72,4,18,Big,No,No,Low,0
82.202,100,59,2,7,Small,Yes,Yes,High,1
80.922,7,98,8,19,Big,Yes,No,High,1
9.92,82,16,8,24,Small,Yes,Yes,Low,0
27.451,80,20,3,6,Small,Yes,No,Low,0
79.229,38,89,1,31,Small,No,Yes,High,1
36.932,6,93,4,31,Big,No,Yes,Low,0
85.03,1,48,5,12,Big,No,No,High,1
29.788,61,68,3,10,Small,No,Yes,Low,0
22.298,4,99,10,29,Small,Yes,No,Low,0
32.974,74,70,2,26,Small,No,Yes,Low,0
72.15,83,87,1,3,Big,No,No,High,1
82.158,72,82,6,1,Big,No,No,High,1
90.837,37,61,8,22,Big,Yes,Yes,High,1
71.807,99,87,6,25,Big,No,Yes,High,1
3.939,40,70,6,0,Big,Yes,Yes,Low,0
18.488,39,81,4,23,Small,Yes,No,Low,0
55.518,93,70,4,28,Small,Yes,No,High,1
80.294,65,67,6,11,Small,Yes,No,High,1
57.405,99,32,1,3,Big,Yes,Yes,High,1
55.529,26,8,7,15,Big,No,Yes,High,1
32.235,59,10,6,5,Big,No,No,Low,0
2.374,41,85,3,3,Big,Yes,Yes,Low,0
49.388,53,54,5,12,Big,Yes,Yes,Low,0
7.392,45,52,6,24,Big,No,No,Low,0
48.478,59,89,6,8,Small,No,No,Low,0
39.337,54,53,7,4,Small,Yes,No,Low,0
14.598,12,2,4,31,Small,Yes,Yes,Low,0
28.495,61,89,10,8,Big,Yes,No,Low,0
96.498,10,10,7,14,Small,No,Yes,High,1
33.935,12,86,4,6,Small,No,Yes,Low,0
92.759,90,21,8,29,Big,No,Yes,High,1
14.766,50,79,1,20,Small,Yes,No,Low,0
65.786,55,40,6,28,Big,No,No,High,1
3.864,11,80,7,26,Big,Yes,No,Low,0
69.554,27,89,8,7,Big,Yes,No,High,1
57.719,86,60,4,4,Big,Yes,No,High,1
79.517,9,45,2,21,Big,No,Yes,High,1
39.535,44,30,6,25,Big,No,No,Low,0
31.968,87,76,1,6,Small,Yes,Yes,Low,0
18.545,10,85,2,17,Big,No,Yes,Low,0
37.151,30,72,1,29,Small,Yes,No,Low,0
34.308,100,58,1,2,Big,Yes,No,Low,0
43.441,42,45,10,21,Small,Yes,Yes,Low,0
51.966,86,27,10,27,Big,Yes,No,High,1
9.157,48,53,10,12,Big,No,No,Low,0
19.649,11,83,4,22,Small,Yes,No,Low,0
85.795,97,59,3,2,Small,No,No,High,1
64.539,20,68,8,19,Small,No,No,High,1
73.956,23,90,5,15,Big,No,Yes,High,1
9.833,23,66,7,18,Big,No,Yes,Low,0
64.307,91,67,10,2,Big,Yes,Yes,High,1
97.11,95,21,8,3,Small,Yes,Yes,High,1
20.978,10,86,5,25,Small,No,No,Low,0
0.733,83,89,9,27,Big,No,No,Low,0
4.84,9,70,7,29,Big,Yes,Yes,Low,0
65.201,13,28,3,26,Small,Yes,Yes,High,1
45.867,84,25,6,2,Big,Yes,No,Low,0
80.439,77,89,7,12,Small,No,No,High,1
60.135,62,86,1,20,Big,Yes,No,High,1
46.785,21,72,6,24,Small,Yes,Yes,Low,0
36.539,68,49,2,27,Big,Yes,Yes,Low,0
54.765,75,12,1,8,Small,No,Yes,High,1
21.394,10,16,4,4,Small,No,Yes,Low,0
76.718,1,32,7,28,Big,Yes,Yes,High,1
32.472,91,84,1,1,Big,No,Yes,Low,0
8.978,57,16,3,31,Big,Yes,No,Low,0
29.708,99,83,1,3,Big,Yes,No,Low,0
70.409,29,52,8,9,Small,No,No,High,1
4.456,65,79,10,6,Big,No,Yes,Low,0
36.477,8,21,3,10,Small,No,No,Low,0
35.52,33,50,6,10,Small,Yes,Yes,Low,0
49.374,38,63,6,21,Small,No,Yes,Low,0
70.293,99,80,1,10,Small,Yes,No,High,1
21.514,5,11,1,22,Small,Yes,No,Low,0
94.541,78,67,4,18,Big,No,Yes,High,1
57.916,51,24,1,23,Small,No,Yes,High,1
34.162,76,78,9,3,Big,Yes,No,Low,0
42.77,9,42,9,19,Small,Yes,Yes,Low,0
55.002,64,52,3,14,Small,Yes,Yes,High,1
76.929,46,16,5,2,Small,Yes,No,High,1
34.288,43,41,4,10,Big,No,Yes,Low,0
68.213,15,46,7,3,Small,No,Yes,High,1
29.524,52,89,3,1,Small,Yes,Yes,Low,0
92.594,8,27,2,5,Small,Yes,Yes,High,1
64.411,88,28,5,5,Small,No,No,High,1
65.908,28,84,8,13,Small,No,No,High,1
84.722,8,51,3,28,Big,Yes,No,High,1
49.008,60,78,5,1,Small,Yes,Yes,Low,0
38.804,18,45,2,21,Big,No,No,Low,0
12.148,71,63,7,24,Big,No,No,Low,0
11.028,69,46,5,8,Small,Yes,Yes,Low,0
36.936,97,65,2,19,Big,No,No,Low,0
36.799,62,15,6,23,Small,No,No,Low,0
55.812,95,34,4,10,Big,No,No,High,1
3.951,35,28,9,5,Big,Yes,Yes,Low,0
99.869,63,15,7,20,Small,Yes,Yes,High,1
52.859,71,99,8,28,Big,Yes,Yes,High,1
39.477,14,59,8,22,Small,No,No,Low,0
16.187,17,10,2,13,Big,Yes,No,Low,0
17.595,96,99,10,0,Big,Yes,No,Low,0
74.265,33,87,10,7,Big,No,Yes,High,1
45.467,82,29,9,15,Small,Yes,No,Low,0
59.24,81,42,2,19,Big,No,No,High,1
54.09,61,36,7,25,Big,Yes,No,High,1
79.38,51,50,9,17,Small,Yes,Yes,High,1
2.767,16,84,6,5,Big,No,No,Low,0
75.985,60,67,9,12,Big,No,Yes,High,1
82.333,28,78,7,14,Small,No,Yes,High,1
88.598,59,13,3,6,Small,No,No,High,1
90.229,50,41,3,24,Big,No,No,High,1
42.39,17,96,1,20,Small,No,No,Low,0
66.263,51,4,7,1,Small,Yes,No,High,1
44.479,4,19,3,20,Big,No,No,Low,0
58.394,19,56,3,20,Big,No,No,High,1
77.99,97,93,2,4,Big,No,Yes,High,1
41.845,32,61,6,29,Big,No,No,Low,0
21.502,22,60,3,4,Big,No,Yes,Low,0
0.46,3,12,8,28,Small,No,Yes,Low,0
34.477,75,17,8,20,Big,Yes,No,Low,0
70.062,61,100,9,3,Big,Yes,No,High,1
21.258,38,30,6,30,Big,Yes,No,Low,0
84.807,34,22,2,13,Small,No,Yes,High,1
49.171,2,78,5,17,Big,Yes,No,Low,0
81.86,68,65,5,21,Big,No,Yes,High,1
72.735,86,96,3,21,Small,Yes,No,High,1
10.976,17,77,1,20,Big,Yes,Yes,Low,0
72.399,61,88,2,17,Small,No,No,High,1
13.323,46,32,2,2,Big,Yes,No,Low,0
40.315,78,41,5,17,Big,Yes,No,Low,0
18.972,70,3,3,11,Big,No,Yes,Low,0
18.706,14,58,4,9,Small,Yes,Yes,Low,0
47.097,78,46,7,10,Big,No,No,Low,0
60.368,100,21,3,23,Small,Yes,Yes,High,1
92.725,81,33,6,18,Big,Yes,No,High,1
87.603,70,62,8,1,Big,Yes,No,High,1
58.492,82,87,3,16,Big,Yes,Yes,High,1
38.529,22,77,6,27,Small,Yes,No,Low,0
62.008,36,21,5,6,Small,Yes,No,High,1
18.368,21,7,9,19,Small,No,No,Low,0
86.663,61,79,2,19,Small,No,No,High,1
13.522,4,74,10,0,Small,No,Yes,Low,0
27.738,12,44,4,13,Small,Yes,No,Low,0
80.808,59,1,5,17,Big,No,No,High,1
63.382,21,55,1,21,Big,Yes,Yes,High,1
67.429,60,24,7,30,Small,Yes,No,High,1
62.802,20,53,8,1,Small,Yes,Yes,High,1
99.811,76,90,9,16,Small,Yes,Yes,High,1
28.76,63,3,5,8,Big,No,Yes,Low,0
24.439,17,65,5,3,Big,No,Yes,Low,0
87.204,87,90,1,14,Small,No,Yes,High,1
84.4,35,16,2,21,Small,Yes,Yes,High,1
78.016,21,57,2,28,Big,No,Yes,High,1
35.661,73,12,7,22,Small,Yes,No,Low,0
73.309,48,41,7,25,Big,Yes,Yes,High,1
39.132,43,83,2,13,Small,Yes,No,Low,0
24.104,53,28,1,13,Big,No,No,Low,0
46.864,3,4,8,19,Big,No,Yes,Low,0
59.195,39,100,9,11,Big,No,Yes,High,1
5.329,40,58,9,27,Small,No,Yes,Low,0
89.136,37,84,8,4,Small,No,No,High,1
25.68,51,11,8,12,Big,No,Yes,Low,0
12.683,92,7,1,2,Big,Yes,No,Low,0
11.583,49,9,6,9,Small,Yes,No,Low,0
76.971,9,82,4,29,Small,Yes,Yes,High,1
92.19,11,72,10,26,Big,No,Yes,High,1
88.976,6,74,3,10,Big,No,Yes,High,1
61.263,53,43,5,27,Small,No,Yes,High,1
20.006,95,13,5,19,Small,Yes,No,Low,0
83.588,82,57,4,27,Big,Yes,Yes,High,1
84.483,41,85,3,2,Big,No,No,High,1
4.385,55,56,4,15,Big,Yes,No,Low,0
32.721,57,76,4,30,Big,No,Yes,Low,0
58.869,32,59,10,27,Big,Yes,No,High,1
5.991,1,77,8,0,Small,No,No,Low,0
54.421,23,60,5,28,Big,Yes,Yes,High,1
13.082,24,48,7,16,Big,No,Yes,Low,0
77.807,91,46,8,6,Small,No,No,High,1
57.097,65,31,7,10,Small,Yes,Yes,High,1
46.463,56,79,6,12,Big,No,Yes,Low,0
51.687,86,89,2,5,Big,Yes,Yes,High,1
7.002,78,37,2,26,Big,Yes,No,Low,0
97.452,83,54,1,29,Big,Yes,Yes,High,1
40.115,28,14,4,18,Big,No,Yes,Low,0
92.384,95,3,9,7,Small,No,Yes,High,1
79.363,63,21,9,1,Small,Yes,Yes,High,1
34.176,97,17,1,22,Small,Yes,No,Low,0
51.309,53,6,10,24,Small,Yes,Yes,High,1
43.788,50,82,1,10,Big,Yes,Yes,Low,0
24.378,27,45,9,15,Small,Yes,No,Low,0
41.369,18,71,7,8,Small,Yes,No,Low,0
73.318,61,56,2,30,Big,No,Yes,High,1
34.721,80,55,3,9,Small,No,No,Low,0
21.112,38,94,2,2,Small,Yes,Yes,Low,0
59.735,27,77,6,12,Small,Yes,No,High,1
5.134,31,14,4,27,Big,Yes,No,Low,0
83.11,43,75,10,20,Big,No,No,High,1
76.918,24,27,5,0,Small,No,Yes,High,1
40.089,58,42,1,22,Big,Yes,Yes,Low,0
93.202,11,8,4,12,Big,No,No,High,1
1.878,68,48,3,16,Small,Yes,No,Low,0
45.271,4,61,2,5,Small,No,Yes,Low,0
14.434,8,54,7,28,Big,No,No,Low,0
84.559,29,69,7,21,Small,Yes,No,High,1
63.72,18,59,1,31,Small,Yes,Yes,High,1
12.641,28,63,9,29,Big,No,No,Low,0
28.284,1,1,9,18,Big,Yes,No,Low,0
48.825,41,25,4,21,Small,No,No,Low,0
40.939,60,6,7,4,Big,No,Yes,Low,0
53.894,15,58,2,2,Big,No,Yes,High,1
13.972,39,8,2,12,Small,No,No,Low,0
53.436,18,1,2,21,Big,Yes,No,High,1
70.432,23,4,3,9,Small,No,Yes,High,1
41.039,31,30,8,17,Small,Yes,Yes,Low,0
19.387,17,64,4,1,Small,No,No,Low,0
75.189,55,53,4,16,Small,No,No,High,1
70.722,57,55,7,5,Small,No,Yes,High,1
58.208,13,90,2,1,Big,Yes,No,High,1
50.539,81,89,6,25,Big,Yes,Yes,High,1
51.474,68,27,1,21,Big,Yes,Yes,High,1
55.851,3,11,3,27,Big,Yes,No,High,1
66.395,22,57,6,15,Small,Yes,No,High,1
81.557,38,19,2,31,Big,Yes,No,High,1
32.13,63,55,1,17,Small,Yes,Yes,Low,0
60.003,4,36,7,1,Small,Yes,Yes,High,1
69.707,67,58,8,16,Big,Yes,No,High,1
48.399,78,72,2,14,Small,Yes,No,Low,0
25.87,6,3,2,9,Big,Yes,Yes,Low,0
11.064,83,58,7,29,Small,No,No,Low,0
48.07,2,65,7,8,Small,No,Yes,Low,0
13.642,8,96,10,12,Small,No,Yes,Low,0
98.701,69,81,6,29,Big,Yes,No,High,1
49.779,77,31,5,15,Big,Yes,Yes,Low,0
9.008,70,93,1,17,Small,Yes,Yes,Low,0
55.369,37,52,4,1,Big,No,No,High,1
56.477,25,88,3,0,Big,No,Yes,High,1
15.975,97,80,1,0,Small,No,No,Low,0
3.524,83,84,8,22,Big,Yes,No,Low,0
25.681,2,15,7,2,Big,No,No,Low,0
4.276,4,91,10,7,Big,Yes,Yes,Low,0
15.451,78,30,7,22,Big,Yes,Yes,Low,0
40.783,48,80,8,29,Small,Yes,Yes,Low,0
21.141,38,80,3,23,Small,Yes,Yes,Low,0
10.128,44,30,3,27,Big,Yes,No,Low,0
87.81,52,76,4,6,Big,No,Yes,High,1
71.171,74,43,7,18,Big,No,No,High,1
84.148,97,100,10,16,Big,No,Yes,High,1
94.255,58,18,5,0,Big,Yes,No,High,1
47.607,3,13,6,12,Small,Yes,No,Low,0
56.711,54,1,10,27,Small,Yes,Yes,High,1
94.695,86,1,1,29,Big,Yes,Yes,High,1
42.407,33,86,2,0,Small,No,Yes,Low,0
57.612,88,31,8,11,Big,Yes,No,High,1
18.854,40,30,9,15,Big,Yes,Yes,Low,0
61.254,49,30,6,26,Big,Yes,No,High,1
99.454,86,24,5,9,Big,Yes,Yes,High,1
98.712,28,79,3,9,Big,Yes,Yes,High,1
92.075,45,39,6,16,Big,Yes,No,High,1
75.387,45,89,3,13,Big,Yes,Yes,High,1
95.971,29,61,7,9,Small,Yes,Yes,High,1
73.903,34,35,2,4,Big,No,No,High,1
81.109,78,58,7,13,Small,No,No,High,1
58.748,76,40,5,11,Small,No,Yes,High,1
26.864,34,86,4,20,Small,No,No,Low,0
38.057,21,99,4,14,Big,Yes,No,Low,0
37.006,8,54,7,31,Big,No,Yes,Low,0
60.283,84,63,4,30,Big,No,No,High,1
3.798,53,39,8,7,Big,No,No,Low,0
49.898,50,87,8,21,Small,Yes,Yes,High,1
49.956,8,61,5,2,Small,Yes,Yes,High,1
58.597,99,4,7,0,Big,Yes,No,High,1
22.328,37,54,6,13,Big,Yes,Yes,Low,0
42.904,4,70,7,16,Big,Yes,No,Low,0
40.141,6,25,8,29,Small,No,Yes,Low,0
65.825,55,45,2,14,Small,No,No,High,1
96.455,47,63,1,22,Small,No,Yes,High,1
63.237,8,49,9,12,Big,No,Yes,High,1
86.619,36,7,4,31,Small,No,Yes,High,1
84.688,40,45,8,4,Small,No,Yes,High,1
37.961,67,85,2,10,Big,No,Yes,Low,0
48.408,85,60,5,1,Big,No,Yes,Low,0
74.572,74,48,9,8,Big,No,Yes,High,1
59.728,88,44,7,30,Big,Yes,Yes,High,1
56.666,13,63,9,21,Small,No,Yes,High,1
8.423,41,86,5,12,Big,No,Yes,Low,0
82.12,31,33,4,3,Big,Yes,No,High,1
41.325,81,12,5,9,Big,Yes,Yes,Low,0
78.046,5,62,4,16,Small,No,Yes,High,1
95.455,15,99,6,2,Small,Yes,No,High,1
89.724,41,79,4,12,Big,Yes,No,High,1
96.276,35,81,3,15,Big,No,Yes,High,1
70.614,15,100,5,11,Big,Yes,Yes,High,1
41.987,18,44,2,4,Small,No,Yes,Low,0
4.087,23,22,10,9,Small,Yes,No,Low,0
8.583,64,92,1,6,Big,No,No,Low,0
61.745,93,36,7,2,Small,Yes,Yes,High,1
72.07,75,98,3,22,Small,Yes,No,High,1
7.159,38,28,7,6,Small,No,Yes,Low,0
98.124,34,36,4,19,Big,Yes,No,High,1
54.245,57,15,1,20,Small,Yes,Yes,High,1
13.073,86,21,6,20,Big,Yes,No,Low,0
76.383,22,22,9,10,Big,No,No,High,1
91.036,45,7,3,3,Small,No,Yes,High,1
79.604,30,4,3,5,Small,Yes,Yes,High,1
30.291,10,24,8,24,Small,No,Yes,Low,0
58.567,92,29,3,30,Big,Yes,Yes,High,1
25.966,37,17,1,5,Big,Yes,No,Low,0
80.863,57,31,3,8,Small,No,Yes,High,1
7.464,5,5,10,14,Big,No,No,Low,0
41.856,40,43,5,15,Big,Yes,Yes,Low,0
31.692,7,36,4,14,Big,No,No,Low,0
3.314,3,3,8,7,Big,Yes,No,Low,0
44.528,50,11,5,6,Big,No,No,Low,0
40.196,80,8,9,23,Big,No,Yes,Low,0
62.986,81,36,7,19,Small,Yes,Yes,High,1
92.102,30,88,4,22,Small,No,Yes,High,1
73.097,52,53,7,30,Big,No,Yes,High,1
85.489,90,42,1,22,Big,No,Yes,High,1
58.109,86,43,8,14,Small,Yes,Yes,High,1
28.132,17,26,1,24,Small,Yes,Yes,Low,0
51.522,3,61,3,9,Small,No,Yes,High,1
17.458,69,51,5,13,Big,No,Yes,Low,0
78.972,6,70,2,17,Big,No,Yes,High,1
45.184,83,64,5,6,Small,No,Yes,Low,0
87.291,78,42,3,4,Big,Yes,Yes,High,1
64.504,39,19,9,11,Small,No,No,High,1
26.976,46,7,6,25,Small,Yes,No,Low,0
70.033,37,56,5,8,Small,Yes,No,High,1
10.798,27,59,9,28,Big,No,No,Low,0
85.429,60,57,6,5,Big,Yes,Yes,High,1
1.575,80,17,8,5,Big,Yes,No,Low,0
49.026,22,12,8,10,Small,No,No,Low,0
48.271,40,47,4,13,Small,Yes,No,Low,0
86.044,43,89,2,12,Small,No,No,High,1
34.213,78,52,8,11,Small,No,No,Low,0
76.091,38,32,8,5,Big,No,No,High,1
15.148,81,11,3,24,Small,No,Yes,Low,0
31.055,90,66,5,9,Small,No,No,Low,0
99.431,12,44,7,30,Small,Yes,No,High,1
86.258,100,55,7,23,Big,Yes,Yes,High,1
5.488,56,35,3,29,Big,No,Yes,Low,0
1.115,97,96,6,7,Big,Yes,No,Low,0
2.713,76,19,5,21,Small,No,Yes,Low,0
31.856,82,13,10,13,Small,Yes,No,Low,0
6.305,86,98,4,29,Small,No,No,Low,0
28.554,21,45,4,9,Small,No,No,Low,0
27.792,11,15,6,14,Big,Yes,Yes,Low,0
99.886,83,37,8,18,Big,Yes,No,High,1
6.171,80,5,8,2,Small,Yes,Yes,Low,0
23.759,33,56,5,25,Small,No,Yes,Low,0
53.629,57,9,8,29,Big,Yes,Yes,High,1
69.918,32,11,5,16,Big,No,Yes,High,1
98.856,33,78,4,1,Big,Yes,No,High,1
52.952,8,36,6,2,Big,Yes,Yes,High,1
39.853,66,78,2,24,Small,No,No,Low,0
89.991,84,36,4,6,Small,No,Yes,High,1
27.586,100,64,5,10,Small,No,No,Low,0
82.519,97,93,5,19,Small,Yes,Yes,High,1
43.588,77,81,9,23,Small,Yes,No,Low,0
48.223,48,30,10,25,Big,No,Yes,Low,0
43.467,34,22,3,23,Big,No,No,Low,0
48.331,2,42,8,2,Big,Yes,Yes,Low,0
10.876,64,44,8,31,Small,No,Yes,Low,0
91.537,18,61,7,28,Big,No,No,High,1
73.583,55,33,9,1,Big,No,No,High,1
48.66,17,16,5,30,Big,No,Yes,Low,0
49.425,14,79,8,25,Big,Yes,Yes,Low,0
0.35,65,40,7,1,Small,No,Yes,Low,0
21.748,5,29,6,30,Small,Yes,No,Low,0
79.563,60,5,2,11,Big,Yes,No,High,1
5.54,14,61,4,26,Big,No,No,Low,0
61.418,32,80,2,21,Small,No,No,High,1
78.694,73,99,10,5,Big,Yes,Yes,High,1
44.803,64,18,9,31,Small,No,Yes,Low,0
13.47,35,17,10,26,Small,Yes,No,Low,0
78.124,19,54,8,23,Small,No,No,High,1
26.916,70,97,7,1,Big,Yes,Yes,Low,0
24.064,79,59,1,16,Big,Yes,Yes,Low,0
14.774,27,85,8,7,Small,No,No,Low,0
24.055,32,81,6,3,Small,Yes,Yes,Low,0
27.842,72,59,9,20,Big,Yes,No,Low,0
59.547,97,84,2,5,Small,Yes,No,High,1
61.942,5,90,3,23,Small,Yes,No,High,1
5.505,33,94,5,10,Small,No,No,Low,0
26.355,95,7,5,16,Big,No,Yes,Low,0
62.785,11,40,6,30,Big,No,Yes,High,1
48.057,4,50,2,10,Big,Yes,No,Low,0
85.185,23,11,1,6,Small,Yes,No,High,1
79.114,18,70,5,17,Big,Yes,No,High,1
14.973,91,22,2,3,Big,No,Yes,Low,0
6.639,100,29,2,17,Big,Yes,No,Low,0
19.728,97,85,8,3,Big,No,Yes,Low,0
12.865,5,54,6,21,Small,No,No,Low,0
75.402,59,21,10,18,Small,Yes,No,High,1
97.306,11,44,4,11,Small,No,Yes,High,1
7.597,51,90,4,8,Big,No,Yes,Low,0
56.217,69,61,9,10,Big,No,Yes,High,1
79.066,91,18,10,2,Small,No,Yes,High,1
12.558,36,40,1,7,Big,Yes,No,Low,0
38.431,57,60,3,1,Big,No,No,Low,0
91.204,91,10,2,31,Big,Yes,Yes,High,1
82.641,31,84,5,10,Small,No,No,High,1
99.426,79,26,9,28,Small,Yes,Yes,High,1
13.147,61,71,2,24,Big,Yes,Yes,Low,0
62.388,33,21,8,19,Big,No,Yes,High,1
97.959,97,52,10,19,Small,No,No,High,1
10.32,55,43,2,19,Big,No,Yes,Low,0
96.47,74,21,2,10,Big,No,Yes,High,1
93.913,6,15,6,12,Small,Yes,Yes,High,1
18.491,48,10,5,24,Big,Yes,Yes,Low,0
18.485,38,93,2,2,Big,No,No,Low,0
47.364,47,9,7,22,Big,No,Yes,Low,0
86.008,47,82,8,6,Small,No,Yes,High,1
85.397,2,17,2,25,Big,Yes,No,High,1
47.783,17,39,7,27,Big,No,No,Low,0
52.899,33,54,3,15,Small,Yes,Yes,High,1
10.604,55,52,5,19,Small,Yes,No,Low,0
69.311,80,89,10,5,Small,Yes,No,High,1
51.678,100,64,5,5,Big,No,Yes,High,1
28.452,50,72,8,14,Small,No,No,Low,0
79.275,95,67,9,26,Small,Yes,Yes,High,1
70.607,8,28,7,12,Small,Yes,No,High,1
13.688,9,19,4,30,Small,No,No,Low,0
51.408,58,84,10,4,Small,No,No,High,1
16.279,75,95,6,14,Big,Yes,No,Low,0
38.273,17,26,3,9,Small,Yes,No,Low,0
27.265,100,20,3,3,Small,No,No,Low,0
15.526,11,32,4,8,Small,No,No,Low,0
60.721,88,48,6,6,Small,No,No,High,1
72.636,61,56,7,31,Big,Yes,Yes,High,1
88.086,97,41,2,14,Small,Yes,No,High,1
30.894,25,12,7,1,Small,No,Yes,Low,0
68.862,78,12,9,4,Big,No,Yes,High,1
88.755,4,5,7,10,Big,Yes,No,High,1
52.771,68,72,10,5,Small,Yes,Yes,High,1
12.387,51,55,4,4,Big,No,No,Low,0
11.471,17,100,4,28,Small,No,No,Low,0
49.904,72,78,6,10,Small,Yes,No,High,1
34.441,35,1,6,19,Small,Yes,No,Low,0
36.428,100,25,4,3,Big,Yes,No,Low,0
28.32,76,3,4,4,Small,No,Yes,Low,0
